trait	fam	size	corr
379	Acoustic_Npeak_BLUP	FjDe	10	-0.0173457695873992
380	Acoustic_Npeak_BLUP	FjDe	20	0.0904164355031041
381	Acoustic_Npeak_BLUP	FjDe	30	0.0037891884324329
382	Acoustic_Npeak_BLUP	FjDe	40	-0.0240242027622131
383	Acoustic_Npeak_BLUP	FjDe	50	-0.000473931902080064
384	Acoustic_Npeak_BLUP	FjDe	60	0.165128526936699
385	Acoustic_Npeak_BLUP	FjDe	70	0.0812531427893208
386	Acoustic_Npeak_BLUP	FjDe	80	-0.019050293504007
387	Acoustic_Npeak_BLUP	FjDe	90	-0.0238849097493474
388	Acoustic_Npeak_BLUP	FjDe	100	0.0795446075930214
389	Acoustic_Npeak_BLUP	FjDe	110	0.0646309344317654
390	Acoustic_Npeak_BLUP	FjDe	120	0.00780731616331354
391	Acoustic_Npeak_BLUP	FjDe	130	-0.00316289634139003
392	Acoustic_Npeak_BLUP	FjDe	140	0.00834232014028432
393	Acoustic_Npeak_BLUP	FjDe	150	0.0334371968591194
394	Acoustic_Npeak_BLUP	FjDe	160	-0.0355052719022728
395	Acoustic_Npeak_BLUP	FjDe	170	-0.00172792721650514
396	Acoustic_Npeak_BLUP	FjDe	180	-0.00943406849050758
397	Acoustic_Npeak_BLUP	FjDe	190	-0.0160734081060312
398	Acoustic_Npeak_BLUP	FjDe	200	0.070746318738949
399	Acoustic_Npeak_BLUP	FjDe	210	0.0305484206724338
400	Acoustic_Npeak_BLUP	FjPL	10	0.0807634327483278
401	Acoustic_Npeak_BLUP	FjPL	20	-0.0857501235337431
402	Acoustic_Npeak_BLUP	FjPL	30	-0.15302904768485
403	Acoustic_Npeak_BLUP	FjPL	40	-0.0749406879123773
404	Acoustic_Npeak_BLUP	FjPL	50	-0.0699926363373607
405	Acoustic_Npeak_BLUP	FjPL	60	-0.00238799770026342
406	Acoustic_Npeak_BLUP	FjPL	70	0.000202753166663594
407	Acoustic_Npeak_BLUP	FjPL	80	0.0971452201188339
408	Acoustic_Npeak_BLUP	FjPL	90	0.0626022393174165
409	Acoustic_Npeak_BLUP	FjPL	100	0.0723270985441494
410	Acoustic_Npeak_BLUP	FjPL	110	-0.00108497679317944
411	Acoustic_Npeak_BLUP	FjPL	120	-0.00444463190000741
412	Acoustic_Npeak_BLUP	FjPL	130	-0.0192114608464506
413	Acoustic_Npeak_BLUP	FjPL	140	-0.0128780368182325
414	Acoustic_Npeak_BLUP	FjPL	150	-0.0634950876197784
415	Acoustic_Npeak_BLUP	FjPL	160	-0.0198592517801975
416	Acoustic_Npeak_BLUP	FjPL	170	-0.0629038121009479
417	Acoustic_Npeak_BLUP	FjPL	180	-0.063689149783159
418	Acoustic_Npeak_BLUP	FjPL	190	-0.0659422780157631
419	Acoustic_Npeak_BLUP	FjPL	200	0.00543118365242442
420	Acoustic_Npeak_BLUP	FjPL	210	0.00177129525165589
421	Acoustic_Npeak_BLUP	FuPi	10	0.184571558264479
422	Acoustic_Npeak_BLUP	FuPi	20	0.27543148448793
423	Acoustic_Npeak_BLUP	FuPi	30	0.220368112543801
424	Acoustic_Npeak_BLUP	FuPi	40	0.258882386928066
425	Acoustic_Npeak_BLUP	FuPi	50	0.220296111167959
426	Acoustic_Npeak_BLUP	FuPi	60	0.26607584781933
427	Acoustic_Npeak_BLUP	FuPi	70	0.307923663109669
428	Acoustic_Npeak_BLUP	FuPi	80	0.165528262714721
429	Acoustic_Npeak_BLUP	FuPi	90	0.160604080245454
430	Acoustic_Npeak_BLUP	FuPi	100	0.120909558588713
431	Acoustic_Npeak_BLUP	FuPi	110	0.088454632353856
432	Acoustic_Npeak_BLUP	FuPi	120	0.033397914716546
433	Acoustic_Npeak_BLUP	FuPi	130	0.0514254372579977
434	Acoustic_Npeak_BLUP	FuPi	140	0.0246828719130318
435	Acoustic_Npeak_BLUP	FuPi	150	0.0285526230180047
436	Acoustic_Npeak_BLUP	FuPi	160	0.0579353774046331
437	Acoustic_Npeak_BLUP	FuPi	170	0.120278662570382
438	Acoustic_Npeak_BLUP	FuPi	180	0.0928045347968702
439	Acoustic_Npeak_BLUP	FuPi	190	0.0273515583898338
440	Acoustic_Npeak_BLUP	FuPi	200	0.0718437384291571
441	Acoustic_Npeak_BLUP	FuPi	210	0.106838757642754
442	Acoustic_Npeak_BLUP	GaPi	10	-0.0628751620099758
443	Acoustic_Npeak_BLUP	GaPi	20	0.327902110543901
444	Acoustic_Npeak_BLUP	GaPi	30	0.148406673326065
445	Acoustic_Npeak_BLUP	GaPi	40	0.296721910182252
446	Acoustic_Npeak_BLUP	GaPi	50	0.247308717446383
447	Acoustic_Npeak_BLUP	GaPi	60	0.340731888225709
448	Acoustic_Npeak_BLUP	GaPi	70	0.381288882875405
449	Acoustic_Npeak_BLUP	GaPi	80	0.410688235834452
450	Acoustic_Npeak_BLUP	GaPi	90	0.346764671097799
451	Acoustic_Npeak_BLUP	GaPi	100	0.421116092129435
452	Acoustic_Npeak_BLUP	GaPi	110	0.433845908115209
453	Acoustic_Npeak_BLUP	GaPi	120	0.411903820473667
454	Acoustic_Npeak_BLUP	GaPi	130	0.429619535965654
455	Acoustic_Npeak_BLUP	GaPi	140	0.41828579097144
456	Acoustic_Npeak_BLUP	GaPi	150	0.422823068253669
457	Acoustic_Npeak_BLUP	GaPi	160	0.42051996079245
458	Acoustic_Npeak_BLUP	GaPi	170	0.451448926120899
459	Acoustic_Npeak_BLUP	GaPi	180	0.449435568688016
460	Acoustic_Npeak_BLUP	GaPi	190	0.482360559918555
461	Acoustic_Npeak_BLUP	GaPi	200	0.464756832115251
462	Acoustic_Npeak_BLUP	GaPi	210	0.442563014346522
463	Acoustic_Npeak_BLUP	GaPL	10	0.208242517366935
464	Acoustic_Npeak_BLUP	GaPL	20	0.0711914945351965
465	Acoustic_Npeak_BLUP	GaPL	30	0.429350992733964
466	Acoustic_Npeak_BLUP	GaPL	40	0.242942743891877
467	Acoustic_Npeak_BLUP	GaPL	50	0.289841972230183
468	Acoustic_Npeak_BLUP	GaPL	60	0.490823271711475
469	Acoustic_Npeak_BLUP	GaPL	70	0.469173610737421
470	Acoustic_Npeak_BLUP	GaPL	80	0.632209959435292
471	Acoustic_Npeak_BLUP	GaPL	90	0.663354947572936
472	Acoustic_Npeak_BLUP	GaPL	100	0.745241107441193
473	Acoustic_Npeak_BLUP	GaPL	110	0.792181314723753
474	Acoustic_Npeak_BLUP	GaPL	120	0.773191863349506
475	Acoustic_Npeak_BLUP	GaPL	130	0.776147485977645
476	Acoustic_Npeak_BLUP	GaPL	140	0.795614251883374
477	Acoustic_Npeak_BLUP	GaPL	150	0.799820794155938
478	Acoustic_Npeak_BLUP	GaPL	160	0.750119202941756
479	Acoustic_Npeak_BLUP	GaPL	170	0.758045295208308
480	Acoustic_Npeak_BLUP	GaPL	180	0.757008809492523
481	Acoustic_Npeak_BLUP	GaPL	190	0.764447905834194
482	Acoustic_Npeak_BLUP	GaPL	200	0.74738491173999
483	Acoustic_Npeak_BLUP	GaPL	210	0.752728231435902
484	Acoustic_Npeak_BLUP	GDFj	10	-0.339905198521605
485	Acoustic_Npeak_BLUP	GDFj	20	-0.137764033671389
486	Acoustic_Npeak_BLUP	GDFj	30	-0.276002141011052
487	Acoustic_Npeak_BLUP	GDFj	40	-0.300861929998212
488	Acoustic_Npeak_BLUP	GDFj	50	-0.346273049169228
489	Acoustic_Npeak_BLUP	GDFj	60	-0.181253704804522
490	Acoustic_Npeak_BLUP	GDFj	70	-0.22452965440043
491	Acoustic_Npeak_BLUP	GDFj	80	-0.216803656106027
492	Acoustic_Npeak_BLUP	GDFj	90	-0.276591326665161
493	Acoustic_Npeak_BLUP	GDFj	100	-0.231043139216117
494	Acoustic_Npeak_BLUP	GDFj	110	-0.174463252759374
495	Acoustic_Npeak_BLUP	GDFj	120	-0.189671870884765
496	Acoustic_Npeak_BLUP	GDFj	130	-0.183239534389694
497	Acoustic_Npeak_BLUP	GDFj	140	-0.182822201878741
498	Acoustic_Npeak_BLUP	GDFj	150	-0.18463581877266
499	Acoustic_Npeak_BLUP	GDFj	160	-0.246916385017317
500	Acoustic_Npeak_BLUP	GDFj	170	-0.19101350706353
501	Acoustic_Npeak_BLUP	GDFj	180	-0.235967335269654
502	Acoustic_Npeak_BLUP	GDFj	190	-0.21596745110181
503	Acoustic_Npeak_BLUP	GDFj	200	-0.218657933168084
504	Acoustic_Npeak_BLUP	GDFj	210	-0.215057293336931
505	Area_BLUP	FjDe	10	-0.0827372931686649
506	Area_BLUP	FjDe	20	0.229524877706318
507	Area_BLUP	FjDe	30	-0.0930102369492939
508	Area_BLUP	FjDe	40	-0.145277455789987
509	Area_BLUP	FjDe	50	-0.14122211066049
510	Area_BLUP	FjDe	60	-0.0488153334395072
511	Area_BLUP	FjDe	70	-0.0874818462415114
512	Area_BLUP	FjDe	80	-0.115702988112479
513	Area_BLUP	FjDe	90	-0.0782392336887267
514	Area_BLUP	FjDe	100	-0.071024283617533
515	Area_BLUP	FjDe	110	0.00733642651839768
516	Area_BLUP	FjDe	120	-0.0305781200657382
517	Area_BLUP	FjDe	130	-0.04636168922177
518	Area_BLUP	FjDe	140	-0.0993645136196043
519	Area_BLUP	FjDe	150	-0.205754796547504
520	Area_BLUP	FjDe	160	-0.233854384868681
521	Area_BLUP	FjDe	170	-0.205660244715747
522	Area_BLUP	FjDe	180	-0.217240142683162
523	Area_BLUP	FjDe	190	-0.232560155572439
524	Area_BLUP	FjDe	200	-0.259829275037719
525	Area_BLUP	FjDe	210	-0.22915473834261
526	Area_BLUP	FjPL	10	-0.146719691145516
527	Area_BLUP	FjPL	20	-0.104847788077102
528	Area_BLUP	FjPL	30	-0.140783168512894
529	Area_BLUP	FjPL	40	-0.0827206910719323
530	Area_BLUP	FjPL	50	-0.0786243252303346
531	Area_BLUP	FjPL	60	-0.0449795237674037
532	Area_BLUP	FjPL	70	-0.0899500553731903
533	Area_BLUP	FjPL	80	-0.0471175573565943
534	Area_BLUP	FjPL	90	-0.00748831932071422
535	Area_BLUP	FjPL	100	-0.0303884426586732
536	Area_BLUP	FjPL	110	-0.061302020744705
537	Area_BLUP	FjPL	120	-0.0068251231567603
538	Area_BLUP	FjPL	130	0.0320980540343727
539	Area_BLUP	FjPL	140	-0.0613399131650554
540	Area_BLUP	FjPL	150	-0.0491639356969488
541	Area_BLUP	FjPL	160	0.0303546001294534
542	Area_BLUP	FjPL	170	0.0363544888903034
543	Area_BLUP	FjPL	180	-0.0252899875897161
544	Area_BLUP	FjPL	190	0.0389706671322162
545	Area_BLUP	FjPL	200	0.00297348652841952
546	Area_BLUP	FjPL	210	0.0140733021794785
547	Area_BLUP	FuPi	10	0.203997162936765
548	Area_BLUP	FuPi	20	0.111035538757026
549	Area_BLUP	FuPi	30	0.0305930256917808
550	Area_BLUP	FuPi	40	0.211639260412621
551	Area_BLUP	FuPi	50	0.0387736900989584
552	Area_BLUP	FuPi	60	0.134136860731696
553	Area_BLUP	FuPi	70	0.202198102183163
554	Area_BLUP	FuPi	80	0.231468291481556
555	Area_BLUP	FuPi	90	0.248342095653689
556	Area_BLUP	FuPi	100	0.1776608013292
557	Area_BLUP	FuPi	110	0.151293993158419
558	Area_BLUP	FuPi	120	0.116046960036788
559	Area_BLUP	FuPi	130	0.103338567297343
560	Area_BLUP	FuPi	140	0.113255768412832
561	Area_BLUP	FuPi	150	0.166847891758583
562	Area_BLUP	FuPi	160	0.077102065264248
563	Area_BLUP	FuPi	170	0.137957699764522
564	Area_BLUP	FuPi	180	0.107834710860344
565	Area_BLUP	FuPi	190	0.117910544519545
566	Area_BLUP	FuPi	200	0.124588486254181
567	Area_BLUP	FuPi	210	0.173059397525212
568	Area_BLUP	GaPi	10	0.044116681704314
569	Area_BLUP	GaPi	20	0.118102826445312
570	Area_BLUP	GaPi	30	0.31403038839441
571	Area_BLUP	GaPi	40	0.260397723564834
572	Area_BLUP	GaPi	50	0.166102317833022
573	Area_BLUP	GaPi	60	0.287135540854585
574	Area_BLUP	GaPi	70	0.354012374531746
575	Area_BLUP	GaPi	80	0.284242758749011
576	Area_BLUP	GaPi	90	0.223122712831674
577	Area_BLUP	GaPi	100	0.294672333882724
578	Area_BLUP	GaPi	110	0.282150142890272
579	Area_BLUP	GaPi	120	0.286692060801434
580	Area_BLUP	GaPi	130	0.235823035262696
581	Area_BLUP	GaPi	140	0.302055028222855
582	Area_BLUP	GaPi	150	0.334609320372538
583	Area_BLUP	GaPi	160	0.289061824500705
584	Area_BLUP	GaPi	170	0.295203168538178
585	Area_BLUP	GaPi	180	0.297623413241188
586	Area_BLUP	GaPi	190	0.327549331939285
587	Area_BLUP	GaPi	200	0.311334410418732
588	Area_BLUP	GaPi	210	0.326299805862067
589	Area_BLUP	GaPL	10	-0.470071783478727
590	Area_BLUP	GaPL	20	0.0759933128762671
591	Area_BLUP	GaPL	30	0.254372894355913
592	Area_BLUP	GaPL	40	0.141989724456929
593	Area_BLUP	GaPL	50	0.067031690690343
594	Area_BLUP	GaPL	60	0.155237078531951
595	Area_BLUP	GaPL	70	0.286818900064176
596	Area_BLUP	GaPL	80	0.48421622932687
597	Area_BLUP	GaPL	90	0.413516122150502
598	Area_BLUP	GaPL	100	0.503749985113013
599	Area_BLUP	GaPL	110	0.568183497776734
600	Area_BLUP	GaPL	120	0.516328364073544
601	Area_BLUP	GaPL	130	0.497306050060922
602	Area_BLUP	GaPL	140	0.55959572510439
603	Area_BLUP	GaPL	150	0.542545611150484
604	Area_BLUP	GaPL	160	0.52595863024951
605	Area_BLUP	GaPL	170	0.615023749878139
606	Area_BLUP	GaPL	180	0.468816320882784
607	Area_BLUP	GaPL	190	0.551710162283155
608	Area_BLUP	GaPL	200	0.51088283864471
609	Area_BLUP	GaPL	210	0.532934902409108
610	Area_BLUP	GDFj	10	-0.0740958157239026
611	Area_BLUP	GDFj	20	-0.0513799952597279
612	Area_BLUP	GDFj	30	-0.0530287046912556
613	Area_BLUP	GDFj	40	-0.064387765897998
614	Area_BLUP	GDFj	50	-0.135180145891079
615	Area_BLUP	GDFj	60	-0.0926453065670032
616	Area_BLUP	GDFj	70	-0.0634859689515647
617	Area_BLUP	GDFj	80	-0.0705511790097428
618	Area_BLUP	GDFj	90	-0.123343340610971
619	Area_BLUP	GDFj	100	-0.0882341388219207
620	Area_BLUP	GDFj	110	-0.0265287795613621
621	Area_BLUP	GDFj	120	-0.0553859817995467
622	Area_BLUP	GDFj	130	-0.0418413705361759
623	Area_BLUP	GDFj	140	-0.141181054885093
624	Area_BLUP	GDFj	150	-0.0624273047741732
625	Area_BLUP	GDFj	160	-0.00490691793987558
626	Area_BLUP	GDFj	170	0.0131382841241784
627	Area_BLUP	GDFj	180	-0.0800336741286958
628	Area_BLUP	GDFj	190	-0.0868097197661282
629	Area_BLUP	GDFj	200	-0.110588537319213
630	Area_BLUP	GDFj	210	-0.141657625463499
631	Final_Force_BLUP	FjDe	10	-0.00546031367111107
632	Final_Force_BLUP	FjDe	20	-0.142984187990021
633	Final_Force_BLUP	FjDe	30	0.0754537214370216
634	Final_Force_BLUP	FjDe	40	-0.208175320828585
635	Final_Force_BLUP	FjDe	50	-0.140352133961331
636	Final_Force_BLUP	FjDe	60	-0.0643555372087972
637	Final_Force_BLUP	FjDe	70	-0.0670037563734352
638	Final_Force_BLUP	FjDe	80	-0.0876756560003846
639	Final_Force_BLUP	FjDe	90	-0.045344564171729
640	Final_Force_BLUP	FjDe	100	-0.0139467158753344
641	Final_Force_BLUP	FjDe	110	0.074410872880579
642	Final_Force_BLUP	FjDe	120	0.0471981053660513
643	Final_Force_BLUP	FjDe	130	-0.00145240115019565
644	Final_Force_BLUP	FjDe	140	0.00140371686432143
645	Final_Force_BLUP	FjDe	150	-0.112716715967222
646	Final_Force_BLUP	FjDe	160	-0.189331896348807
647	Final_Force_BLUP	FjDe	170	-0.172641770732013
648	Final_Force_BLUP	FjDe	180	-0.16323866832392
649	Final_Force_BLUP	FjDe	190	-0.168366924687816
650	Final_Force_BLUP	FjDe	200	-0.146029807883975
651	Final_Force_BLUP	FjDe	210	-0.133769067227769
652	Final_Force_BLUP	FjPL	10	-0.0252732262929432
653	Final_Force_BLUP	FjPL	20	-0.0119846266262671
654	Final_Force_BLUP	FjPL	30	-0.0217999857181312
655	Final_Force_BLUP	FjPL	40	0.0669147846620364
656	Final_Force_BLUP	FjPL	50	0.0574906957343338
657	Final_Force_BLUP	FjPL	60	0.0109679908416518
658	Final_Force_BLUP	FjPL	70	0.0503320832578508
659	Final_Force_BLUP	FjPL	80	0.0247669356407019
660	Final_Force_BLUP	FjPL	90	0.0395031729999297
661	Final_Force_BLUP	FjPL	100	-0.0129847686963291
662	Final_Force_BLUP	FjPL	110	-0.0541345643931489
663	Final_Force_BLUP	FjPL	120	-0.0186267835684023
664	Final_Force_BLUP	FjPL	130	0.0125887630478394
665	Final_Force_BLUP	FjPL	140	-0.0194277760329182
666	Final_Force_BLUP	FjPL	150	0.0819037452623945
667	Final_Force_BLUP	FjPL	160	-0.00852950319871716
668	Final_Force_BLUP	FjPL	170	0.0300946005297332
669	Final_Force_BLUP	FjPL	180	0.0117876506859931
670	Final_Force_BLUP	FjPL	190	0.0320749566449143
671	Final_Force_BLUP	FjPL	200	0.0494738150086067
672	Final_Force_BLUP	FjPL	210	0.0504704342493879
673	Final_Force_BLUP	FuPi	10	-0.0216417531859408
674	Final_Force_BLUP	FuPi	20	0.13082878526665
675	Final_Force_BLUP	FuPi	30	0.0325090890223303
676	Final_Force_BLUP	FuPi	40	0.121326648801418
677	Final_Force_BLUP	FuPi	50	-0.0540889577482152
678	Final_Force_BLUP	FuPi	60	0.142929851332759
679	Final_Force_BLUP	FuPi	70	0.133446712230011
680	Final_Force_BLUP	FuPi	80	0.203249165787591
681	Final_Force_BLUP	FuPi	90	0.211244345971031
682	Final_Force_BLUP	FuPi	100	0.140642919709531
683	Final_Force_BLUP	FuPi	110	0.0806688171020772
684	Final_Force_BLUP	FuPi	120	0.0488129538005109
685	Final_Force_BLUP	FuPi	130	0.0726505217838139
686	Final_Force_BLUP	FuPi	140	0.0914094179661478
687	Final_Force_BLUP	FuPi	150	0.0740828878722548
688	Final_Force_BLUP	FuPi	160	0.0587403840712516
689	Final_Force_BLUP	FuPi	170	0.03443659843641
690	Final_Force_BLUP	FuPi	180	0.0682215378380305
691	Final_Force_BLUP	FuPi	190	0.0563415022047291
692	Final_Force_BLUP	FuPi	200	0.0747176291228107
693	Final_Force_BLUP	FuPi	210	0.0547642593194341
694	Final_Force_BLUP	GaPi	10	0.12273352883234
695	Final_Force_BLUP	GaPi	20	0.156108395221599
696	Final_Force_BLUP	GaPi	30	0.281597958700185
697	Final_Force_BLUP	GaPi	40	0.336988636360216
698	Final_Force_BLUP	GaPi	50	0.367566577608318
699	Final_Force_BLUP	GaPi	60	0.38350865086477
700	Final_Force_BLUP	GaPi	70	0.368699508154685
701	Final_Force_BLUP	GaPi	80	0.355856715984741
702	Final_Force_BLUP	GaPi	90	0.259597254358194
703	Final_Force_BLUP	GaPi	100	0.337935218851655
704	Final_Force_BLUP	GaPi	110	0.303771105194799
705	Final_Force_BLUP	GaPi	120	0.30335275833231
706	Final_Force_BLUP	GaPi	130	0.247137182961054
707	Final_Force_BLUP	GaPi	140	0.27566712355194
708	Final_Force_BLUP	GaPi	150	0.397529572174221
709	Final_Force_BLUP	GaPi	160	0.396884391589024
710	Final_Force_BLUP	GaPi	170	0.359064837531668
711	Final_Force_BLUP	GaPi	180	0.347612342797528
712	Final_Force_BLUP	GaPi	190	0.395424468122108
713	Final_Force_BLUP	GaPi	200	0.379437628793538
714	Final_Force_BLUP	GaPi	210	0.347906317510037
715	Final_Force_BLUP	GaPL	10	0.237736405844739
716	Final_Force_BLUP	GaPL	20	-0.146714401401918
717	Final_Force_BLUP	GaPL	30	0.23551002118748
718	Final_Force_BLUP	GaPL	40	0.209829484153612
719	Final_Force_BLUP	GaPL	50	0.239114625419167
720	Final_Force_BLUP	GaPL	60	0.27870565487636
721	Final_Force_BLUP	GaPL	70	0.29995282881663
722	Final_Force_BLUP	GaPL	80	0.593827780632272
723	Final_Force_BLUP	GaPL	90	0.480811705015433
724	Final_Force_BLUP	GaPL	100	0.537276789181878
725	Final_Force_BLUP	GaPL	110	0.625245636190049
726	Final_Force_BLUP	GaPL	120	0.581252372111632
727	Final_Force_BLUP	GaPL	130	0.554543825534614
728	Final_Force_BLUP	GaPL	140	0.617054546162538
729	Final_Force_BLUP	GaPL	150	0.481583659665578
730	Final_Force_BLUP	GaPL	160	0.581536667840731
731	Final_Force_BLUP	GaPL	170	0.538536616393134
732	Final_Force_BLUP	GaPL	180	0.571403598208722
733	Final_Force_BLUP	GaPL	190	0.625253712852274
734	Final_Force_BLUP	GaPL	200	0.629915486521967
735	Final_Force_BLUP	GaPL	210	0.636138278231552
736	Final_Force_BLUP	GDFj	10	-0.0643749154334815
737	Final_Force_BLUP	GDFj	20	-0.0338741615439188
738	Final_Force_BLUP	GDFj	30	-0.14236556247092
739	Final_Force_BLUP	GDFj	40	-0.0786626157480567
740	Final_Force_BLUP	GDFj	50	-0.103274381150422
741	Final_Force_BLUP	GDFj	60	-0.104532119017981
742	Final_Force_BLUP	GDFj	70	-0.133181462150158
743	Final_Force_BLUP	GDFj	80	-0.134397256261991
744	Final_Force_BLUP	GDFj	90	-0.180180723722037
745	Final_Force_BLUP	GDFj	100	-0.126701407202091
746	Final_Force_BLUP	GDFj	110	-0.0965536654363678
747	Final_Force_BLUP	GDFj	120	-0.120901366209295
748	Final_Force_BLUP	GDFj	130	-0.106839101467286
749	Final_Force_BLUP	GDFj	140	-0.171811198937407
750	Final_Force_BLUP	GDFj	150	-0.141977679156365
751	Final_Force_BLUP	GDFj	160	-0.145209221302362
752	Final_Force_BLUP	GDFj	170	-0.114117354516003
753	Final_Force_BLUP	GDFj	180	-0.0317739329313022
754	Final_Force_BLUP	GDFj	190	-0.129800982940006
755	Final_Force_BLUP	GDFj	200	-0.171505549016952
756	Final_Force_BLUP	GDFj	210	-0.196624056600117
757	Force_Linear_Distance_BLUP	FjDe	10	-0.0712679786580531
758	Force_Linear_Distance_BLUP	FjDe	20	0.128274856837975
759	Force_Linear_Distance_BLUP	FjDe	30	0.27342120768303
760	Force_Linear_Distance_BLUP	FjDe	40	0.0249778478055516
761	Force_Linear_Distance_BLUP	FjDe	50	-0.0535033778091311
762	Force_Linear_Distance_BLUP	FjDe	60	0.203310771353302
763	Force_Linear_Distance_BLUP	FjDe	70	0.0461068872146903
764	Force_Linear_Distance_BLUP	FjDe	80	-0.0865328388996875
765	Force_Linear_Distance_BLUP	FjDe	90	-0.0378007694051732
766	Force_Linear_Distance_BLUP	FjDe	100	-0.0146914388269559
767	Force_Linear_Distance_BLUP	FjDe	110	0.0424956034016454
768	Force_Linear_Distance_BLUP	FjDe	120	-0.0279877595751351
769	Force_Linear_Distance_BLUP	FjDe	130	-0.0729019104017754
770	Force_Linear_Distance_BLUP	FjDe	140	-0.00775833482895934
771	Force_Linear_Distance_BLUP	FjDe	150	-0.167994780158233
772	Force_Linear_Distance_BLUP	FjDe	160	-0.142878499382239
773	Force_Linear_Distance_BLUP	FjDe	170	-0.128025272506604
774	Force_Linear_Distance_BLUP	FjDe	180	-0.232420796352909
775	Force_Linear_Distance_BLUP	FjDe	190	-0.198820686952375
776	Force_Linear_Distance_BLUP	FjDe	200	-0.159840693297331
777	Force_Linear_Distance_BLUP	FjDe	210	-0.184612589199139
778	Force_Linear_Distance_BLUP	FjPL	10	-0.0250092687008584
779	Force_Linear_Distance_BLUP	FjPL	20	-0.123637068583107
780	Force_Linear_Distance_BLUP	FjPL	30	-0.0917057187237347
781	Force_Linear_Distance_BLUP	FjPL	40	-0.113444975316947
782	Force_Linear_Distance_BLUP	FjPL	50	-0.131316263214754
783	Force_Linear_Distance_BLUP	FjPL	60	-0.137968348887508
784	Force_Linear_Distance_BLUP	FjPL	70	-0.0547236236304999
785	Force_Linear_Distance_BLUP	FjPL	80	-0.021902097557127
786	Force_Linear_Distance_BLUP	FjPL	90	0.0262917484980383
787	Force_Linear_Distance_BLUP	FjPL	100	0.0158077736145672
788	Force_Linear_Distance_BLUP	FjPL	110	-0.0531827623156953
789	Force_Linear_Distance_BLUP	FjPL	120	-0.00115923103260361
790	Force_Linear_Distance_BLUP	FjPL	130	0.00579782509871461
791	Force_Linear_Distance_BLUP	FjPL	140	0.00167014211514599
792	Force_Linear_Distance_BLUP	FjPL	150	-0.0193006316908993
793	Force_Linear_Distance_BLUP	FjPL	160	0.0298695234530414
794	Force_Linear_Distance_BLUP	FjPL	170	-0.00966773175411386
795	Force_Linear_Distance_BLUP	FjPL	180	0.00278203607421158
796	Force_Linear_Distance_BLUP	FjPL	190	0.0384779818930974
797	Force_Linear_Distance_BLUP	FjPL	200	0.00808294734299022
798	Force_Linear_Distance_BLUP	FjPL	210	0.0251095752364414
799	Force_Linear_Distance_BLUP	FuPi	10	-0.0281570554536668
800	Force_Linear_Distance_BLUP	FuPi	20	0.14046773978071
801	Force_Linear_Distance_BLUP	FuPi	30	-0.0629334710382098
802	Force_Linear_Distance_BLUP	FuPi	40	0.194392392040516
803	Force_Linear_Distance_BLUP	FuPi	50	0.204305252256509
804	Force_Linear_Distance_BLUP	FuPi	60	0.251303182355157
805	Force_Linear_Distance_BLUP	FuPi	70	0.29713777437288
806	Force_Linear_Distance_BLUP	FuPi	80	0.292618466820137
807	Force_Linear_Distance_BLUP	FuPi	90	0.359975378818631
808	Force_Linear_Distance_BLUP	FuPi	100	0.317098573266036
809	Force_Linear_Distance_BLUP	FuPi	110	0.306780446565451
810	Force_Linear_Distance_BLUP	FuPi	120	0.225474966520471
811	Force_Linear_Distance_BLUP	FuPi	130	0.212159869432792
812	Force_Linear_Distance_BLUP	FuPi	140	0.219457564934321
813	Force_Linear_Distance_BLUP	FuPi	150	0.165090945322599
814	Force_Linear_Distance_BLUP	FuPi	160	0.224914059024727
815	Force_Linear_Distance_BLUP	FuPi	170	0.198457535032245
816	Force_Linear_Distance_BLUP	FuPi	180	0.155259630244531
817	Force_Linear_Distance_BLUP	FuPi	190	0.183913529839949
818	Force_Linear_Distance_BLUP	FuPi	200	0.17916541038661
819	Force_Linear_Distance_BLUP	FuPi	210	0.170489777648509
820	Force_Linear_Distance_BLUP	GaPi	10	0.0929849773166243
821	Force_Linear_Distance_BLUP	GaPi	20	0.207887427009234
822	Force_Linear_Distance_BLUP	GaPi	30	0.137280914728667
823	Force_Linear_Distance_BLUP	GaPi	40	0.16176874216659
824	Force_Linear_Distance_BLUP	GaPi	50	0.269740262679749
825	Force_Linear_Distance_BLUP	GaPi	60	0.203498334447453
826	Force_Linear_Distance_BLUP	GaPi	70	0.22537914675488
827	Force_Linear_Distance_BLUP	GaPi	80	0.174100314733198
828	Force_Linear_Distance_BLUP	GaPi	90	0.138642524925123
829	Force_Linear_Distance_BLUP	GaPi	100	0.207510053655916
830	Force_Linear_Distance_BLUP	GaPi	110	0.180922549389073
831	Force_Linear_Distance_BLUP	GaPi	120	0.221781682176689
832	Force_Linear_Distance_BLUP	GaPi	130	0.244671614204234
833	Force_Linear_Distance_BLUP	GaPi	140	0.192170262284005
834	Force_Linear_Distance_BLUP	GaPi	150	0.286869984795989
835	Force_Linear_Distance_BLUP	GaPi	160	0.349055294601467
836	Force_Linear_Distance_BLUP	GaPi	170	0.297152330507368
837	Force_Linear_Distance_BLUP	GaPi	180	0.258244374914403
838	Force_Linear_Distance_BLUP	GaPi	190	0.258661898957839
839	Force_Linear_Distance_BLUP	GaPi	200	0.260963234071346
840	Force_Linear_Distance_BLUP	GaPi	210	0.24289945254519
841	Force_Linear_Distance_BLUP	GaPL	10	-0.0427545995574945
